,Episode,Reward,std
0,   0.00000,  16.60000,   6.85857
1,   1.00000,  18.90000,   6.13922
2,   2.00000,  19.80000,  15.32841
3,   3.00000,  14.90000,   5.61160
4,   4.00000,  16.50000,   7.36546
5,   5.00000,  12.40000,   2.61534
6,   6.00000,  12.30000,   3.31813
7,   7.00000,  11.20000,   2.27156
8,   8.00000,  12.20000,   2.56125
9,   9.00000,  11.80000,   4.42267
10,  10.00000,  11.00000,   2.00000
11,  11.00000,  10.90000,   1.30000
12,  12.00000,  11.30000,   1.90000
13,  13.00000,   9.30000,   0.78102
14,  14.00000,  10.20000,   1.32665
15,  15.00000,  10.10000,   1.37477
16,  16.00000,  10.50000,   1.68819
17,  17.00000,  10.30000,   0.90000
18,  18.00000,  10.30000,   1.10000
19,  19.00000,   9.50000,   0.92195
20,  20.00000,  10.10000,   1.22066
21,  21.00000,   9.60000,   1.11355
22,  22.00000,   9.80000,   0.87178
23,  23.00000,  10.00000,   0.63246
24,  24.00000,  10.10000,   1.04403
25,  25.00000,  10.30000,   2.10000
26,  26.00000,   9.70000,   0.64031
27,  27.00000,   9.50000,   0.92195
28,  28.00000,   9.50000,   0.67082
29,  29.00000,   9.70000,   0.64031
30,  30.00000,   9.70000,   0.64031
31,  31.00000,   9.20000,   0.74833
32,  32.00000,   9.10000,   0.70000
33,  33.00000,   9.60000,   0.48990
34,  34.00000,   8.90000,   0.70000
35,  35.00000,   9.50000,   0.67082
36,  36.00000,   9.50000,   0.50000
37,  37.00000,   9.00000,   0.89443
38,  38.00000,   9.70000,   0.90000
39,  39.00000,   9.50000,   0.80623
40,  40.00000,   9.30000,   0.64031
41,  41.00000,   9.40000,   0.66332
42,  42.00000,   9.40000,   0.80000
43,  43.00000,   9.50000,   0.50000
44,  44.00000,   9.30000,   1.00499
45,  45.00000,   9.60000,   0.91652
46,  46.00000,   9.80000,   0.87178
47,  47.00000,   8.90000,   0.70000
48,  48.00000,   9.70000,   1.10000
49,  49.00000,   9.50000,   0.92195
50,  50.00000,   9.40000,   0.48990
51,  51.00000,   9.40000,   0.91652
52,  52.00000,   9.80000,   0.60000
53,  53.00000,   9.50000,   0.67082
54,  54.00000,   9.80000,   0.74833
55,  55.00000,   9.00000,   0.77460
56,  56.00000,  11.00000,   2.72029
57,  57.00000,  12.60000,   4.96387
58,  58.00000,   9.40000,   0.48990
59,  59.00000,  11.30000,   2.36854
60,  60.00000,  15.70000,   3.10000
61,  61.00000,  18.90000,   7.99312
62,  62.00000,  18.60000,   4.31741
63,  63.00000,  15.30000,   3.74299
64,  64.00000,  11.90000,   2.46779
65,  65.00000,  13.60000,   2.05913
66,  66.00000,  12.80000,   2.27156
67,  67.00000,  11.20000,   1.32665
68,  68.00000,  13.30000,   3.37787
69,  69.00000,  13.10000,   3.08058
70,  70.00000,  12.50000,   2.24722
71,  71.00000,  14.30000,   2.86531
72,  72.00000,  16.90000,   6.57951
73,  73.00000,  17.40000,  10.46136
74,  74.00000,  15.60000,   3.07246
75,  75.00000,  15.60000,   5.04381
76,  76.00000,  14.80000,   3.37046
77,  77.00000,  13.50000,   2.29129
78,  78.00000,  13.70000,   2.10000
79,  79.00000,  13.40000,   3.52704
80,  80.00000,  15.60000,   4.65188
81,  81.00000,  13.60000,   1.62481
82,  82.00000,  14.10000,   4.20595
83,  83.00000,  18.00000,   5.42218
84,  84.00000,  16.20000,   3.24962
85,  85.00000,  15.50000,   2.33452
86,  86.00000,  15.70000,   3.57911
87,  87.00000,  17.40000,   4.45421
88,  88.00000,  15.40000,   3.69324
89,  89.00000,  18.40000,   4.65188
90,  90.00000,  18.70000,   4.90000
91,  91.00000,  12.70000,   2.79464
92,  92.00000,  16.10000,   5.68243
93,  93.00000,  16.30000,   4.45084
94,  94.00000,  15.60000,   2.72764
95,  95.00000,  19.30000,   4.07554
96,  96.00000,  18.70000,   5.76281
97,  97.00000,  17.90000,   4.92849
98,  98.00000,  17.90000,   5.66480
99,  99.00000,  17.60000,   4.56508
100, 100.00000,  17.90000,   3.80657
101, 101.00000,  20.00000,   5.93296
102, 102.00000,  21.80000,   9.93781
103, 103.00000,  17.80000,   6.27375
104, 104.00000,  21.10000,   6.17171
105, 105.00000,  24.00000,  10.13903
106, 106.00000,  26.50000,   8.62844
107, 107.00000,  26.10000,  14.69320
108, 108.00000,  31.90000,  13.80181
109, 109.00000,  27.20000,   9.45304
110, 110.00000,  32.50000,  13.12440
111, 111.00000,  29.20000,   9.65194
112, 112.00000,  42.40000,  21.01047
113, 113.00000,  36.20000,   8.66949
114, 114.00000,  47.40000,  19.48435
115, 115.00000,  59.50000,  21.44878
116, 116.00000,  52.80000,  22.47576
117, 117.00000,  67.00000,  12.36123
118, 118.00000,  64.10000,  16.26315
119, 119.00000,  69.50000,  19.21588
120, 120.00000,  74.50000,  15.14761
121, 121.00000, 140.10000,  50.73155
122, 122.00000, 181.60000,  53.43445
123, 123.00000, 195.50000,  18.54319
124, 124.00000, 500.00000,   0.00000
125, 125.00000, 250.00000,  25.34167
126, 126.00000, 169.60000,  10.99272
127, 127.00000, 294.50000,  35.30793
128, 128.00000, 305.80000,   8.40000
129, 129.00000, 209.00000,  17.36663
130, 130.00000, 218.40000,  21.81834
131, 131.00000, 231.50000,  14.43087
132, 132.00000, 232.10000,  13.40485
133, 133.00000, 225.00000,   6.22896
134, 134.00000, 494.20000,  14.92515
135, 135.00000, 500.00000,   0.00000
136, 136.00000, 500.00000,   0.00000
137, 137.00000, 500.00000,   0.00000
138, 138.00000, 500.00000,   0.00000
139, 139.00000, 500.00000,   0.00000
140, 140.00000, 500.00000,   0.00000
141, 141.00000, 500.00000,   0.00000
142, 142.00000, 500.00000,   0.00000
143, 143.00000, 500.00000,   0.00000
144, 144.00000, 500.00000,   0.00000
