,Episode,Mean,Stddev
214, 214.00000, 170.70000,  31.68612
215, 215.00000, 201.30000,  53.24481
216, 216.00000, 202.00000,  38.11299
217, 217.00000, 180.40000,  27.59783
218, 218.00000, 218.50000, 114.46506
219, 219.00000, 177.40000,  30.12374
220, 220.00000, 196.60000,  39.10550
221, 221.00000, 205.20000,  25.30138
222, 222.00000, 172.00000,  20.31748
223, 223.00000, 253.00000,  56.84189
224, 224.00000, 184.70000,  32.78735
225, 225.00000, 202.20000,  20.64849
226, 226.00000, 251.60000,  46.38793
227, 227.00000, 252.20000, 101.06612
228, 228.00000, 272.10000,  85.78864
229, 229.00000, 199.30000,  50.24948
230, 230.00000, 164.50000,  13.74227
231, 231.00000, 179.50000,  37.82658
232, 232.00000, 247.20000,  60.34534
233, 233.00000, 223.20000,  57.34946
234, 234.00000, 233.90000,  64.28756
235, 235.00000, 160.90000,  18.49568
236, 236.00000, 179.80000,  31.53665
237, 237.00000, 180.40000,  20.59709
238, 238.00000, 233.60000,  54.27559
239, 239.00000, 180.10000,  13.75827
240, 240.00000, 171.20000,  12.43222
241, 241.00000, 166.50000,  10.47139
242, 242.00000, 223.30000,  81.20597
243, 243.00000, 145.00000,  23.74447
244, 244.00000, 203.90000,  11.72561
245, 245.00000, 203.20000,  19.10916
246, 246.00000, 205.00000,  24.65766
247, 247.00000, 228.90000,  22.72202
248, 248.00000, 160.10000,  16.12731
249, 249.00000, 191.40000,  32.49677
250, 250.00000, 195.50000,  12.05197
251, 251.00000, 221.30000,  20.08009
252, 252.00000, 212.80000,  11.88108
253, 253.00000, 200.70000,  50.15586
254, 254.00000, 154.50000,  67.13606
255, 255.00000, 262.10000,  90.19252
256, 256.00000, 231.90000,  39.66220
257, 257.00000, 206.40000,  43.52976
258, 258.00000, 126.20000,   5.24976
259, 259.00000, 282.60000,  13.12402
260, 260.00000, 201.20000,   9.86712
261, 261.00000, 175.70000,  52.58336
262, 262.00000, 186.20000,  69.48208
263, 263.00000, 155.30000,  28.28091
264, 264.00000, 283.70000,  65.36367
265, 265.00000, 251.10000,  12.93406
266, 266.00000, 463.00000,  61.92415
267, 267.00000, 240.40000,  11.69786
268, 268.00000, 266.10000,  14.27901
269, 269.00000, 412.20000,  40.57536
270, 270.00000, 191.30000,   7.07177
271, 271.00000, 161.50000,  13.99464
272, 272.00000, 223.40000,  50.13821
273, 273.00000, 207.10000,  33.23989
274, 274.00000, 178.20000,  38.01000
275, 275.00000, 136.80000,   4.11825
276, 276.00000, 173.10000,  49.87675
277, 277.00000, 168.80000,  24.58373
278, 278.00000, 127.40000,   3.92938
279, 279.00000, 149.40000,  44.69944
280, 280.00000, 196.00000,  31.19295
281, 281.00000, 135.70000,   8.83233
282, 282.00000, 177.60000,   9.43610
283, 283.00000, 146.20000,   9.15205
284, 284.00000, 131.00000,  36.91883
285, 285.00000, 133.60000,   2.80000
286, 286.00000, 159.10000,   7.82879
287, 287.00000, 133.50000,   5.80086
288, 288.00000, 131.20000,   6.44670
289, 289.00000, 123.40000,   8.55804
290, 290.00000, 126.60000,  34.46215
291, 291.00000, 139.70000,   4.85901
292, 292.00000, 136.10000,   9.14822
293, 293.00000, 141.70000,   5.74543
294, 294.00000, 120.70000,   5.72800
295, 295.00000, 124.70000,   2.28254
296, 296.00000, 146.60000,   5.21920
297, 297.00000, 121.10000,   3.75366
298, 298.00000, 149.90000,   4.96890
299, 299.00000, 140.50000,   2.87228
300, 300.00000, 126.60000,   3.38231
301, 301.00000, 148.20000,   6.25780
302, 302.00000, 137.40000,   4.94368
303, 303.00000, 154.90000,   6.57951
304, 304.00000, 162.20000,  10.76847
305, 305.00000, 161.20000,   9.49526
306, 306.00000, 150.00000,   5.07937
307, 307.00000, 130.90000,   5.12738
308, 308.00000, 129.70000,   8.11234
309, 309.00000, 150.20000,   3.99500
310, 310.00000, 169.60000,  10.56598
311, 311.00000, 160.70000,  12.45030
312, 312.00000, 169.80000,   9.91766
313, 313.00000, 153.90000,  20.67099
314, 314.00000, 128.30000,   6.00083
315, 315.00000, 142.40000,   7.88923
316, 316.00000, 142.30000,   3.22645
317, 317.00000, 136.40000,   5.83438
318, 318.00000, 158.70000,  13.14572
319, 319.00000, 188.10000,  14.17357
320, 320.00000, 156.10000,   9.95440
321, 321.00000, 169.50000,  17.36232
322, 322.00000, 172.60000,  16.18765
323, 323.00000, 122.80000,   3.37046
324, 324.00000, 132.80000,   4.23792
