,Episode,Mean,Stddev
422, 422.00000, 186.50000,   7.15891
423, 423.00000, 196.30000,  11.44596
424, 424.00000, 194.80000,  13.98428
425, 425.00000, 191.20000,   6.19355
426, 426.00000, 203.00000,  16.79881
427, 427.00000, 190.60000,   9.44669
428, 428.00000, 192.30000,   7.66877
429, 429.00000, 195.60000,  11.27120
430, 430.00000, 194.70000,  13.87840
431, 431.00000, 189.50000,   7.51332
432, 432.00000, 192.10000,   8.85946
433, 433.00000, 192.40000,  10.23914
434, 434.00000, 190.30000,   9.46626
435, 435.00000, 192.80000,  11.47868
436, 436.00000, 191.60000,   7.55248
437, 437.00000, 193.30000,   7.72075
438, 438.00000, 193.50000,   8.12712
439, 439.00000, 188.70000,  11.54166
440, 440.00000, 186.90000,   9.90404
441, 441.00000, 189.40000,   7.88923
442, 442.00000, 188.30000,   9.27416
443, 443.00000, 191.40000,  11.50826
444, 444.00000, 186.00000,  10.53565
445, 445.00000, 191.30000,  12.63369
446, 446.00000, 194.70000,   7.98812
447, 447.00000, 200.20000,   9.99800
448, 448.00000, 183.60000,   9.25419
449, 449.00000, 190.00000,   7.62889
450, 450.00000, 191.70000,  11.28760
451, 451.00000, 194.70000,   9.71648
452, 452.00000, 189.20000,  12.71063
453, 453.00000, 192.30000,   9.25257
454, 454.00000, 186.70000,   9.08900
455, 455.00000, 191.80000,  14.65469
456, 456.00000, 195.10000,  11.67433
457, 457.00000, 189.40000,   7.72269
458, 458.00000, 197.40000,  14.80000
459, 459.00000, 189.00000,   6.48074
460, 460.00000, 191.60000,  11.20000
461, 461.00000, 194.60000,   8.23650
462, 462.00000, 197.00000,  12.16553
463, 463.00000, 195.50000,  10.15135
464, 464.00000, 190.90000,   6.51844
465, 465.00000, 186.60000,   8.51117
466, 466.00000, 188.20000,   9.30376
467, 467.00000, 196.80000,  14.79730
468, 468.00000, 188.60000,   7.39189
469, 469.00000, 187.80000,  10.15677
470, 470.00000, 190.00000,   8.22192
471, 471.00000, 184.30000,  11.63658
472, 472.00000, 193.60000,   9.97196
473, 473.00000, 188.30000,   7.66877
474, 474.00000, 189.60000,  10.58489
475, 475.00000, 150.10000,  67.35199
476, 476.00000, 189.30000,   7.82368
477, 477.00000, 184.60000,  10.16071
478, 478.00000, 188.10000,  15.14232
479, 479.00000, 171.80000,  33.60893
480, 480.00000, 148.40000,  66.92712
481, 481.00000, 186.80000,   8.69253
482, 482.00000, 172.70000,  35.04012
483, 483.00000, 179.90000,  40.01362
484, 484.00000, 171.60000,  46.19351
485, 485.00000, 118.10000,  65.88240
486, 486.00000, 191.50000,   8.84590
487, 487.00000, 208.40000,  19.29352
488, 488.00000, 185.40000,  79.05340
489, 489.00000, 208.20000,  13.25745
490, 490.00000, 157.70000,  55.33543
491, 491.00000, 203.90000,  11.69145
492, 492.00000, 209.80000,  10.60943
493, 493.00000, 204.40000,  13.10878
494, 494.00000, 253.30000,  54.72303
495, 495.00000, 197.60000,  12.54751
496, 496.00000, 190.80000,  12.89806
497, 497.00000, 198.70000,  16.89408
498, 498.00000, 208.70000,  19.48358
499, 499.00000, 253.80000,  85.71324
