,Episode,Mean,Stddev
0,   0.00000,  13.30000,   3.37787
1,   1.00000,  19.80000,  10.01798
2,   2.00000,  21.20000,  11.53083
3,   3.00000,  14.00000,   3.60555
4,   4.00000,  13.90000,   5.80431
5,   5.00000,  17.20000,   7.23602
6,   6.00000,  11.90000,   2.07123
7,   7.00000,  12.50000,   1.91050
8,   8.00000,  12.90000,   2.16564
9,   9.00000,  14.40000,   5.74804
10,  10.00000,  13.50000,   3.87943
11,  11.00000,   9.30000,   0.90000
12,  12.00000,  10.00000,   1.48324
13,  13.00000,  10.40000,   0.91652
14,  14.00000,  10.00000,   1.09545
15,  15.00000,  12.10000,   1.64012
16,  16.00000,  12.10000,   1.97231
17,  17.00000,  10.50000,   1.20416
18,  18.00000,  11.10000,   1.13578
19,  19.00000,  10.70000,   1.61555
20,  20.00000,  10.90000,   2.21133
21,  21.00000,  10.30000,   1.34536
22,  22.00000,   9.90000,   1.13578
23,  23.00000,   9.30000,   0.45826
24,  24.00000,   9.70000,   1.41774
25,  25.00000,   9.60000,   0.80000
26,  26.00000,   9.20000,   0.60000
27,  27.00000,  10.40000,   1.11355
28,  28.00000,   9.80000,   0.87178
29,  29.00000,   9.50000,   1.11803
30,  30.00000,   9.90000,   0.53852
31,  31.00000,   9.20000,   0.60000
32,  32.00000,   9.40000,   0.91652
33,  33.00000,   9.40000,   0.91652
34,  34.00000,   8.90000,   0.70000
35,  35.00000,   9.60000,   0.80000
36,  36.00000,   9.70000,   0.64031
37,  37.00000,   9.30000,   0.45826
38,  38.00000,   9.70000,   1.00499
39,  39.00000,   9.50000,   0.67082
40,  40.00000,   9.50000,   0.50000
41,  41.00000,   9.30000,   0.90000
42,  42.00000,   9.50000,   0.67082
43,  43.00000,   9.70000,   0.64031
44,  44.00000,   9.40000,   1.11355
45,  45.00000,   9.20000,   0.87178
46,  46.00000,   9.80000,   0.60000
47,  47.00000,   9.10000,   0.70000
48,  48.00000,   9.20000,   0.74833
49,  49.00000,   9.00000,   0.89443
50,  50.00000,   9.10000,   0.83066
51,  51.00000,   9.30000,   0.90000
52,  52.00000,   9.00000,   0.44721
53,  53.00000,   9.40000,   0.66332
54,  54.00000,   9.60000,   0.91652
55,  55.00000,   8.90000,   0.53852
56,  56.00000,   9.20000,   0.87178
57,  57.00000,   9.30000,   1.00499
58,  58.00000,   9.10000,   0.70000
59,  59.00000,   9.50000,   0.80623
60,  60.00000,   9.60000,   0.48990
61,  61.00000,   9.50000,   0.80623
62,  62.00000,   9.90000,   1.04403
63,  63.00000,   9.60000,   0.91652
64,  64.00000,  10.30000,   1.90000
65,  65.00000,   9.70000,   0.90000
66,  66.00000,   9.50000,   1.02470
67,  67.00000,   9.30000,   0.78102
68,  68.00000,  12.30000,   4.47325
69,  69.00000,  15.20000,   6.64530
70,  70.00000,  14.60000,   4.90306
71,  71.00000,  32.10000,  20.47169
72,  72.00000,  28.60000,  11.38596
73,  73.00000,  23.60000,  10.85541
74,  74.00000,  15.60000,   4.24735
75,  75.00000,  23.50000,  13.41082
76,  76.00000,  37.10000,  14.44611
77,  77.00000,  11.70000,   2.14709
78,  78.00000,  34.60000,  14.19296
79,  79.00000, 107.30000,  11.32299
80,  80.00000,  79.80000,  13.48184
81,  81.00000,  71.00000,  26.36665
82,  82.00000,  48.60000,  19.41752
83,  83.00000, 177.90000,  54.48569
84,  84.00000, 228.90000,  36.32478
85,  85.00000, 329.60000,  16.71646
