,Episode,Reward,std
0,   0.00000,  18.50000,   6.84471
1,   1.00000,  19.50000,   7.44648
2,   2.00000,  17.20000,   8.21949
3,   3.00000,  20.20000,  11.93147
4,   4.00000,  17.10000,   7.46257
5,   5.00000,  17.60000,  10.28786
6,   6.00000,  13.50000,   2.97489
7,   7.00000,  13.40000,   3.00666
8,   8.00000,  11.80000,   3.05941
9,   9.00000,  12.90000,   3.59026
10,  10.00000,  10.40000,   1.20000
11,  11.00000,  11.50000,   2.61725
12,  12.00000,  10.60000,   1.42829
13,  13.00000,  11.10000,   2.42693
14,  14.00000,  11.10000,   1.64012
15,  15.00000,  10.60000,   1.35647
16,  16.00000,   9.80000,   1.24900
17,  17.00000,   9.90000,   1.22066
18,  18.00000,  10.00000,   1.48324
19,  19.00000,   9.90000,   1.22066
20,  20.00000,   9.80000,   0.74833
21,  21.00000,   9.50000,   1.11803
22,  22.00000,   9.80000,   0.87178
23,  23.00000,  10.20000,   1.60000
24,  24.00000,   9.70000,   1.10000
25,  25.00000,   9.70000,   1.00499
26,  26.00000,  10.00000,   0.77460
27,  27.00000,   9.50000,   1.43178
28,  28.00000,   9.30000,   0.90000
29,  29.00000,   9.70000,   1.10000
30,  30.00000,   9.20000,   0.87178
31,  31.00000,   9.30000,   1.00499
32,  32.00000,   9.60000,   1.01980
33,  33.00000,   9.10000,   0.94340
34,  34.00000,   9.30000,   0.78102
35,  35.00000,   9.10000,   0.70000
36,  36.00000,   9.40000,   0.80000
37,  37.00000,   9.10000,   1.13578
38,  38.00000,   9.30000,   0.64031
39,  39.00000,   9.40000,   0.66332
40,  40.00000,   9.60000,   0.66332
41,  41.00000,   9.30000,   1.34536
42,  42.00000,   9.40000,   0.66332
43,  43.00000,   9.40000,   0.48990
44,  44.00000,   9.40000,   0.48990
45,  45.00000,   9.30000,   0.64031
46,  46.00000,  10.00000,   0.44721
47,  47.00000,   9.40000,   0.66332
48,  48.00000,   9.60000,   0.66332
49,  49.00000,   9.60000,   0.80000
50,  50.00000,   9.50000,   0.80623
51,  51.00000,   9.80000,   0.87178
52,  52.00000,   9.60000,   0.48990
53,  53.00000,   9.50000,   0.67082
54,  54.00000,   9.30000,   0.90000
55,  55.00000,   9.00000,   0.63246
56,  56.00000,   9.40000,   0.66332
57,  57.00000,   9.60000,   0.91652
58,  58.00000,   9.60000,   1.11355
59,  59.00000,   9.50000,   1.11803
60,  60.00000,   9.90000,   0.83066
61,  61.00000,   9.30000,   0.45826
62,  62.00000,   9.80000,   1.07703
63,  63.00000,   9.70000,   1.18743
64,  64.00000,  11.80000,   3.31059
65,  65.00000,  11.60000,   3.03974
66,  66.00000,  18.30000,   7.00071
67,  67.00000,  15.50000,   8.10247
68,  68.00000,  13.70000,   6.85638
69,  69.00000,  17.80000,   4.62169
70,  70.00000,  28.40000,  13.14686
71,  71.00000,  24.00000,  10.23719
72,  72.00000,   9.70000,   0.64031
73,  73.00000,   9.30000,   0.64031
74,  74.00000,  13.20000,   7.93473
75,  75.00000,  30.50000,   9.37283
76,  76.00000,  21.70000,  15.93769
77,  77.00000,  11.30000,   5.27352
78,  78.00000,  12.60000,   6.10246
79,  79.00000,   9.20000,   0.60000
80,  80.00000,   9.10000,   0.83066
81,  81.00000,   9.70000,   0.64031
82,  82.00000,   9.50000,   0.80623
83,  83.00000,  10.40000,   1.11355
84,  84.00000,  14.10000,   2.30000
85,  85.00000,  14.20000,   3.18748
86,  86.00000,  17.20000,   3.15595
87,  87.00000,  14.40000,   2.57682
88,  88.00000,  12.90000,   1.57797
89,  89.00000,  18.10000,   2.34307
90,  90.00000,  20.00000,   5.11859
91,  91.00000,  37.40000,   9.28655
92,  92.00000,  30.50000,   9.54201
