,Episode,Reward,std
0,   0.00000,  29.00000,   6.32456
1,   1.00000,  36.50000,   9.11318
2,   2.00000,  35.90000,   9.66902
3,   3.00000,  36.30000,   5.96741
4,   4.00000,  28.80000,   5.21153
5,   5.00000,  22.30000,   2.96816
6,   6.00000,  28.30000,   5.27352
7,   7.00000,  26.10000,   4.34626
8,   8.00000,  24.40000,   6.43739
9,   9.00000,  24.80000,   2.92575
10,  10.00000,  20.40000,   6.13514
11,  11.00000,  25.10000,   5.08822
12,  12.00000,  23.70000,   2.93428
13,  13.00000,  25.60000,   4.84149
14,  14.00000,  26.60000,   2.76405
15,  15.00000,  25.60000,   3.82623
16,  16.00000,  24.80000,   3.34066
17,  17.00000,  24.00000,   3.97492
18,  18.00000,  23.70000,   3.16386
19,  19.00000,  22.10000,   2.80891
20,  20.00000,  22.90000,   4.57056
21,  21.00000,  24.00000,   3.31662
22,  22.00000,  24.90000,   2.80891
23,  23.00000,  24.60000,   4.49889
24,  24.00000,  23.70000,   4.69148
25,  25.00000,  24.30000,   3.03480
26,  26.00000,  22.90000,   4.86724
27,  27.00000,  23.40000,   4.10366
28,  28.00000,  22.50000,   5.10392
29,  29.00000,  25.00000,   4.42719
30,  30.00000,  23.70000,   5.38609
31,  31.00000,  25.10000,   2.70000
32,  32.00000,  23.00000,   4.14729
33,  33.00000,  24.10000,   5.61160
34,  34.00000,  23.50000,   3.20156
35,  35.00000,  25.50000,   3.55668
36,  36.00000,  23.70000,   3.22645
37,  37.00000,  24.70000,   2.41039
38,  38.00000,  22.60000,   4.60869
39,  39.00000,  23.50000,   2.97489
40,  40.00000,  22.40000,   4.02989
41,  41.00000,  24.40000,   2.69072
42,  42.00000,  25.80000,   2.48193
43,  43.00000,  24.60000,   5.18073
44,  44.00000,  25.30000,   4.24382
45,  45.00000,  22.90000,   2.77308
46,  46.00000,  21.00000,   5.58570
47,  47.00000,  24.30000,   3.43657
48,  48.00000,  24.30000,   2.49199
49,  49.00000,  23.00000,   4.00000
50,  50.00000,  22.50000,   4.50000
51,  51.00000,  23.60000,   4.98397
52,  52.00000,  24.80000,   2.92575
53,  53.00000,  23.60000,   4.63033
54,  54.00000,  24.10000,   3.30000
55,  55.00000,  24.60000,   4.36348
56,  56.00000,  23.40000,   4.34051
57,  57.00000,  24.60000,   2.57682
58,  58.00000,  25.60000,   4.98397
59,  59.00000,  24.90000,   4.34626
60,  60.00000,  24.70000,   4.56180
61,  61.00000,  22.30000,   4.40568
62,  62.00000,  25.80000,   3.34066
63,  63.00000,  26.10000,   3.20780
64,  64.00000,  24.20000,   4.55631
65,  65.00000,  22.10000,   7.56902
66,  66.00000,  23.90000,   3.44819
67,  67.00000,  23.10000,   3.08058
68,  68.00000,  25.10000,   3.30000
69,  69.00000,  26.80000,   3.70945
70,  70.00000,  23.70000,   4.56180
71,  71.00000,  24.10000,   3.01496
72,  72.00000,  23.40000,   4.88262
73,  73.00000,  24.10000,   3.83275
74,  74.00000,  27.90000,   5.18556
75,  75.00000,  26.90000,   2.62488
76,  76.00000,  28.10000,   5.70000
77,  77.00000,  25.40000,   3.97995
78,  78.00000,  27.60000,   8.23650
79,  79.00000,  25.70000,   2.45153
80,  80.00000,  29.90000,   7.06329
81,  81.00000,  29.30000,   6.16523
82,  82.00000,  26.30000,   6.49692
83,  83.00000,  31.20000,   8.29216
84,  84.00000,  28.70000,   4.96085
85,  85.00000,  26.90000,   3.08058
86,  86.00000,  31.20000,   9.04212
87,  87.00000,  30.60000,   8.94651
88,  88.00000,  27.00000,   7.08520
89,  89.00000,  33.50000,   5.29623
90,  90.00000,  32.80000,   5.13420
91,  91.00000,  35.00000,  10.77033
92,  92.00000,  42.30000,  14.30420
93,  93.00000,  35.60000,   6.93109
94,  94.00000,  30.50000,  10.98408
95,  95.00000,  35.60000,   5.02394
96,  96.00000,  54.60000,  32.09112
97,  97.00000,  46.00000,  25.91910
98,  98.00000,  77.00000,  50.08593
99,  99.00000,  75.50000,  34.85183
100, 100.00000,  64.70000,  26.75463
101, 101.00000,  61.30000,  23.14757
102, 102.00000, 103.70000,  35.40636
103, 103.00000,  83.80000,  26.67133
104, 104.00000, 104.50000,  37.65169
105, 105.00000,  81.20000,  19.14576
106, 106.00000, 107.90000,  46.96264
107, 107.00000,  90.90000,  27.95514
108, 108.00000, 119.70000,  34.69597
109, 109.00000, 105.30000,  25.30632
110, 110.00000, 104.30000,  39.64606
111, 111.00000,  94.50000,  42.92377
112, 112.00000,  92.50000,  31.39506
113, 113.00000, 106.30000,  41.96201
114, 114.00000, 113.00000,  37.73327
115, 115.00000, 114.50000,  25.48431
116, 116.00000, 256.10000,  86.24784
117, 117.00000, 248.40000,  55.61151
118, 118.00000, 265.90000,  91.51552
119, 119.00000, 273.90000,  65.49267
120, 120.00000, 305.40000,  72.50131
121, 121.00000, 377.60000,  50.50386
122, 122.00000, 500.00000,   0.00000
123, 123.00000, 500.00000,   0.00000
124, 124.00000, 285.50000,  25.66418
125, 125.00000, 498.80000,   3.60000
126, 126.00000, 500.00000,   0.00000
127, 127.00000, 364.90000,  30.84299
128, 128.00000, 500.00000,   0.00000
129, 129.00000, 407.80000,  96.81198
130, 130.00000, 483.60000,  49.20000
131, 131.00000, 500.00000,   0.00000
132, 132.00000, 500.00000,   0.00000
133, 133.00000, 486.10000,  41.70000
134, 134.00000, 499.70000,   0.90000
135, 135.00000, 500.00000,   0.00000
136, 136.00000, 500.00000,   0.00000
137, 137.00000, 314.20000,  30.28135
138, 138.00000, 500.00000,   0.00000
139, 139.00000, 484.80000,  30.87005
140, 140.00000, 487.50000,  25.82731
141, 141.00000, 500.00000,   0.00000
142, 142.00000, 500.00000,   0.00000
143, 143.00000, 500.00000,   0.00000
144, 144.00000, 319.20000,  38.54296
145, 145.00000, 500.00000,   0.00000
146, 146.00000, 500.00000,   0.00000
147, 147.00000, 500.00000,   0.00000
148, 148.00000, 484.20000,  27.69043
149, 149.00000, 500.00000,   0.00000
150, 150.00000, 500.00000,   0.00000
151, 151.00000, 500.00000,   0.00000
152, 152.00000, 472.40000,  68.84650
153, 153.00000, 383.90000, 105.50019
154, 154.00000, 500.00000,   0.00000
155, 155.00000, 451.40000,  70.39205
156, 156.00000, 500.00000,   0.00000
157, 157.00000, 341.80000,  54.68053
158, 158.00000, 500.00000,   0.00000
159, 159.00000, 368.50000,  81.45091
160, 160.00000, 500.00000,   0.00000
161, 161.00000, 361.50000,  75.03233
162, 162.00000, 416.90000,  96.04629
163, 163.00000, 332.60000,  53.44754
164, 164.00000, 457.50000,  85.03558
165, 165.00000, 382.90000, 143.92599
166, 166.00000, 465.70000,  63.05561
167, 167.00000, 228.30000,  95.43799
168, 168.00000, 451.10000,  55.91681
169, 169.00000, 457.90000,  84.25016
170, 170.00000, 500.00000,   0.00000
171, 171.00000, 486.30000,  41.10000
172, 172.00000, 467.50000,  56.17517
173, 173.00000, 483.90000,  48.30000
174, 174.00000, 500.00000,   0.00000
175, 175.00000, 463.20000,  56.60353
176, 176.00000, 452.40000,  63.80313
177, 177.00000, 480.70000,  54.01861
178, 178.00000, 492.90000,  21.30000
179, 179.00000, 467.30000,  72.60310
180, 180.00000, 500.00000,   0.00000
181, 181.00000, 500.00000,   0.00000
182, 182.00000, 430.70000,  81.52429
183, 183.00000, 394.40000,  61.71094
184, 184.00000, 469.50000,  42.95405
185, 185.00000, 354.40000,  58.56484
186, 186.00000, 458.30000,  58.13441
187, 187.00000, 490.90000,  27.30000
188, 188.00000, 368.10000,  59.04651
189, 189.00000, 400.10000,  58.88370
190, 190.00000, 466.70000,  42.23517
191, 191.00000, 379.50000,  79.52390
192, 192.00000, 395.10000,  63.77531
193, 193.00000, 411.30000, 101.37855
194, 194.00000, 360.60000,  26.78134
195, 195.00000, 330.00000,  51.02548
196, 196.00000, 440.60000, 104.99067
197, 197.00000, 356.30000, 121.00665
198, 198.00000, 413.10000,  57.67747
199, 199.00000, 478.60000,  45.72789
200, 200.00000, 422.30000,  52.55293
201, 201.00000, 500.00000,   0.00000
202, 202.00000, 318.10000,  21.10190
203, 203.00000, 449.90000,  98.47279
204, 204.00000, 423.40000, 101.69877
205, 205.00000, 322.50000,  55.10218
206, 206.00000, 361.40000,  93.31366
207, 207.00000, 312.40000,  38.53881
208, 208.00000, 447.90000,  75.19767
209, 209.00000, 362.00000,  94.04999
210, 210.00000, 368.60000, 188.96148
211, 211.00000, 356.40000, 137.50796
212, 212.00000, 312.20000, 164.26308
213, 213.00000, 369.60000, 144.13619
214, 214.00000, 416.70000, 109.51078
215, 215.00000, 336.00000, 178.71877
216, 216.00000, 354.60000, 147.60501
217, 217.00000, 406.90000, 101.01629
218, 218.00000, 403.20000,  80.75494
219, 219.00000, 344.80000, 153.22650
220, 220.00000, 266.20000, 121.41894
221, 221.00000, 465.00000,  70.14271
222, 222.00000, 423.20000, 108.61289
223, 223.00000, 486.80000,  39.60000
224, 224.00000, 472.40000,  76.67620
225, 225.00000, 484.90000,  45.30000
226, 226.00000, 324.10000, 179.83128
227, 227.00000, 465.80000,  60.11123
228, 228.00000, 251.50000, 160.16445
229, 229.00000, 450.50000,  81.68751
230, 230.00000, 335.90000, 114.75927
231, 231.00000, 309.40000,  91.78802
232, 232.00000, 368.00000,  49.28692
233, 233.00000, 471.80000,  78.78299
234, 234.00000, 500.00000,   0.00000
235, 235.00000, 415.70000,  62.26885
236, 236.00000, 444.80000,  62.11409
237, 237.00000, 498.50000,   4.50000
238, 238.00000, 500.00000,   0.00000
239, 239.00000, 307.20000,  51.71421
240, 240.00000, 346.30000,  72.01118
