,Episode,Reward,std
0,   0.00000,  15.50000,   4.96488
1,   1.00000,  14.80000,   2.63818
2,   2.00000,  18.40000,  11.62927
3,   3.00000,  21.40000,  12.99384
4,   4.00000,  13.00000,   3.28634
5,   5.00000,  12.50000,   2.69258
6,   6.00000,  11.00000,   1.94936
7,   7.00000,  13.00000,   3.00000
8,   8.00000,  12.60000,   2.41661
9,   9.00000,  11.00000,   1.61245
10,  10.00000,  10.40000,   0.91652
11,  11.00000,   9.80000,   0.97980
12,  12.00000,  12.00000,   2.82843
13,  13.00000,  10.10000,   1.13578
14,  14.00000,  12.10000,   2.62488
15,  15.00000,   9.90000,   0.83066
16,  16.00000,   9.80000,   1.32665
17,  17.00000,   9.70000,   1.10000
18,  18.00000,  10.00000,   0.89443
19,  19.00000,  10.20000,   0.74833
20,  20.00000,  11.20000,   1.07703
21,  21.00000,   9.60000,   0.80000
22,  22.00000,   9.80000,   1.66132
23,  23.00000,   9.70000,   0.90000
24,  24.00000,   9.70000,   1.00499
25,  25.00000,  10.40000,   1.42829
26,  26.00000,   9.00000,   0.77460
27,  27.00000,   9.60000,   1.56205
28,  28.00000,   9.50000,   0.80623
29,  29.00000,   9.30000,   0.78102
30,  30.00000,   9.40000,   0.66332
31,  31.00000,   9.50000,   0.92195
32,  32.00000,  10.00000,   0.63246
33,  33.00000,   9.40000,   0.66332
34,  34.00000,   9.30000,   0.90000
35,  35.00000,   9.10000,   0.70000
36,  36.00000,   9.40000,   1.01980
37,  37.00000,   9.40000,   0.66332
38,  38.00000,   9.70000,   0.78102
39,  39.00000,  10.00000,   1.09545
40,  40.00000,   9.70000,   0.78102
41,  41.00000,   9.40000,   0.66332
42,  42.00000,   9.50000,   0.50000
43,  43.00000,   9.70000,   0.64031
44,  44.00000,   9.20000,   0.87178
45,  45.00000,   9.40000,   0.66332
46,  46.00000,   9.30000,   0.78102
47,  47.00000,   9.50000,   0.50000
48,  48.00000,   9.70000,   0.78102
49,  49.00000,   9.70000,   0.45826
50,  50.00000,   9.30000,   0.64031
51,  51.00000,   9.60000,   0.66332
52,  52.00000,   9.50000,   0.50000
53,  53.00000,   9.40000,   0.66332
54,  54.00000,   9.80000,   0.74833
55,  55.00000,   9.20000,   0.74833
56,  56.00000,  10.00000,   2.79285
57,  57.00000,   9.40000,   0.91652
58,  58.00000,  11.90000,   5.06853
59,  59.00000,   9.20000,   0.60000
60,  60.00000,   9.70000,   0.90000
61,  61.00000,  10.00000,   3.03315
62,  62.00000,  15.20000,   2.52190
63,  63.00000,  15.60000,   3.13688
64,  64.00000,  16.60000,   3.85227
65,  65.00000,  12.80000,   8.08455
66,  66.00000,  14.20000,   6.32139
67,  67.00000,  11.30000,   4.42832
68,  68.00000,  11.60000,   7.83837
69,  69.00000,   9.60000,   0.91652
70,  70.00000,  10.60000,   2.76405
71,  71.00000,  10.80000,   2.03961
72,  72.00000,  13.20000,   2.92575
73,  73.00000,  12.50000,   1.91050
74,  74.00000,  12.00000,   1.78885
75,  75.00000,  18.00000,   4.95984
76,  76.00000,  16.30000,   3.43657
77,  77.00000,  17.00000,   5.40370
78,  78.00000,  15.70000,   4.14849
79,  79.00000,  15.80000,   2.92575
80,  80.00000,  23.50000,   5.35257
81,  81.00000,  21.10000,   5.53986
82,  82.00000,  16.50000,   1.50000
83,  83.00000,  19.20000,   4.16653
84,  84.00000,  23.10000,   6.68506
85,  85.00000,  20.70000,   4.58367
86,  86.00000,  28.60000,   8.07713
87,  87.00000,  25.90000,  11.57108
88,  88.00000,  29.20000,   9.56870
89,  89.00000,  34.10000,   9.18096
90,  90.00000,  46.40000,   7.93977
91,  91.00000,  53.10000,  13.80181
92,  92.00000,  67.70000,  27.21783
93,  93.00000,  68.90000,  29.90468
94,  94.00000,  83.00000,  28.65310
95,  95.00000, 106.00000,  32.01562
96,  96.00000, 130.20000,  36.97242
97,  97.00000, 137.80000,  45.56490
98,  98.00000, 198.40000, 101.61712
99,  99.00000, 194.20000,  35.55784
100, 100.00000, 240.60000,  32.01312
101, 101.00000, 235.50000,  30.37845
102, 102.00000, 238.30000,  31.57863
103, 103.00000, 315.60000,  58.79490
104, 104.00000, 269.80000,  82.37815
105, 105.00000, 218.00000,  20.82787
106, 106.00000, 227.30000,  19.10523
107, 107.00000, 237.30000,  35.73248
108, 108.00000, 248.80000,  52.12638
109, 109.00000, 225.30000,  15.32351
110, 110.00000, 264.50000,  22.94014
111, 111.00000, 220.20000,  23.03823
112, 112.00000, 241.00000,  29.38707
113, 113.00000, 215.20000,  13.66602
114, 114.00000, 215.30000,  18.81515
115, 115.00000, 220.40000,   9.61457
116, 116.00000, 214.60000,  11.33314
117, 117.00000, 232.00000,  29.06200
118, 118.00000, 218.50000,  14.52756
119, 119.00000, 228.10000,  14.42532
120, 120.00000, 206.10000,  16.93783
121, 121.00000, 197.90000,  12.71574
122, 122.00000, 202.30000,  13.85677
123, 123.00000, 199.40000,  14.87414
124, 124.00000, 197.60000,   9.48894
125, 125.00000, 203.30000,  18.50432
126, 126.00000, 201.90000,  15.04958
127, 127.00000, 197.50000,   8.64002
128, 128.00000, 196.80000,  12.92904
129, 129.00000, 198.50000,   8.04052
130, 130.00000, 194.40000,  15.10761
131, 131.00000, 194.40000,  10.80926
132, 132.00000, 208.60000,  11.80847
133, 133.00000, 200.70000,  17.81039
134, 134.00000, 200.90000,  13.38992
135, 135.00000, 202.10000,  14.90268
